Date,North sea,Norwegian sea,Barents sea,Sum
1977-09,0.0046048,0,0,0.0046048
1977-10,0.0165742,0,0,0.0165742
1977-11,0.0281484,0,0,0.0281484
1977-12,0.0457516,0,0,0.0457516
1978-01,0.0655714,0,0,0.0655714
1978-02,0.0836499,0,0,0.0836499
1978-03,0.101211,0,0,0.101211
1978-04,0.119527,0,0,0.119527
1978-05,0.134128,0,0,0.134128
1978-06,0.148119,0,0,0.148119
1978-07,0.165167,0,0,0.165167
1978-08,0.182124,0,0,0.182124
1978-09,0.201383,0,0,0.201383
1978-10,0.214785,0,0,0.214785
1978-11,0.231863,0,0,0.231863
1978-12,0.24472,0,0,0.24472
1979-01,0.257003,0,0,0.257003
1979-02,0.26694,0,0,0.26694
1979-03,0.279457,0,0,0.279457
1979-04,0.289078,0,0,0.289078
1979-05,0.301587,0,0,0.301587
1979-06,0.306259,0,0,0.306259
1979-07,0.315419,0,0,0.315419
1979-08,0.328139,0,0,0.328139
1979-09,0.334641,0,0,0.334641
1979-10,0.338303,0,0,0.338303
1979-11,0.346826,0,0,0.346826
1979-12,0.3562,0,0,0.3562
1980-01,0.365094,0,0,0.365094
1980-02,0.378022,0,0,0.378022
1980-03,0.388896,0,0,0.388896
1980-04,0.39726,0,0,0.39726
1980-05,0.405789,0,0,0.405789
1980-06,0.420969,0,0,0.420969
1980-07,0.4186,0,0,0.4186
1980-08,0.421388,0,0,0.421388
1980-09,0.424434,0,0,0.424434
1980-10,0.430867,0,0,0.430867
1980-11,0.431525,0,0,0.431525
1980-12,0.431164,0,0,0.431164
1981-01,0.431958,0,0,0.431958
1981-02,0.428927,0,0,0.428927
1981-03,0.430484,0,0,0.430484
1981-04,0.434065,0,0,0.434065
1981-05,0.43212,0,0,0.43212
1981-06,0.43025,0,0,0.43025
1981-07,0.438316,0,0,0.438316
1981-08,0.424455,0,0,0.424455
1981-09,0.425379,0,0,0.425379
1981-10,0.42697,0,0,0.42697
1981-11,0.427558,0,0,0.427558
1981-12,0.42998,0,0,0.42998
1982-01,0.432817,0,0,0.432817
1982-02,0.434677,0,0,0.434677
1982-03,0.436306,0,0,0.436306
1982-04,0.437335,0,0,0.437335
1982-05,0.43621,0,0,0.43621
1982-06,0.431065,0,0,0.431065
1982-07,0.424611,0,0,0.424611
1982-08,0.429202,0,0,0.429202
1982-09,0.419781,0,0,0.419781
1982-10,0.415235,0,0,0.415235
1982-11,0.414933,0,0,0.414933
1982-12,0.412901,0,0,0.412901
1983-01,0.408444,0,0,0.408444
1983-02,0.404851,0,0,0.404851
1983-03,0.399867,0,0,0.399867
1983-04,0.394244,0,0,0.394244
1983-05,0.392803,0,0,0.392803
1983-06,0.392691,0,0,0.392691
1983-07,0.3938,0,0,0.3938
1983-08,0.397093,0,0,0.397093
1983-09,0.399639,0,0,0.399639
1983-10,0.403542,0,0,0.403542
1983-11,0.404162,0,0,0.404162
1983-12,0.406913,0,0,0.406913
1984-01,0.408656,0,0,0.408656
1984-02,0.414477,0,0,0.414477
1984-03,0.421128,0,0,0.421128
1984-04,0.425851,0,0,0.425851
1984-05,0.432656,0,0,0.432656
1984-06,0.438726,0,0,0.438726
1984-07,0.439018,0,0,0.439018
1984-08,0.435448,0,0,0.435448
1984-09,0.437831,0,0,0.437831
1984-10,0.440548,0,0,0.440548
1984-11,0.444094,0,0,0.444094
1984-12,0.44619,0,0,0.44619
1985-01,0.453015,0,0,0.453015
1985-02,0.453766,0,0,0.453766
1985-03,0.454476,0,0,0.454476
1985-04,0.457843,0,0,0.457843
1985-05,0.460269,0,0,0.460269
1985-06,0.458867,0,0,0.458867
1985-07,0.460128,0,0,0.460128
1985-08,0.465543,0,0,0.465543
1985-09,0.462846,0,0,0.462846
1985-10,0.455169,0,0,0.455169
1985-11,0.45157,0,0,0.45157
1985-12,0.451256,0,0,0.451256
1986-01,0.447583,0,0,0.447583
1986-02,0.445645,0,0,0.445645
1986-03,0.443782,0,0,0.443782
1986-04,0.418954,0,0,0.418954
1986-05,0.416141,0,0,0.416141
1986-06,0.417192,0,0,0.417192
1986-07,0.423668,0,0,0.423668
1986-08,0.429839,0,0,0.429839
1986-09,0.436013,0,0,0.436013
1986-10,0.44804,0,0,0.44804
1986-11,0.450991,0,0,0.450991
1986-12,0.449602,0,0,0.449602
1987-01,0.453186,0,0,0.453186
1987-02,0.454711,0,0,0.454711
1987-03,0.45676,0,0,0.45676
1987-04,0.479829,0,0,0.479829
1987-05,0.483353,0,0,0.483353
1987-06,0.487131,0,0,0.487131
1987-07,0.485681,0,0,0.485681
1987-08,0.472123,0,0,0.472123
1987-09,0.474608,0,0,0.474608
1987-10,0.474697,0,0,0.474697
1987-11,0.480335,0,0,0.480335
1987-12,0.485122,0,0,0.485122
1988-01,0.482122,0,0,0.482122
1988-02,0.485067,0,0,0.485067
1988-03,0.484857,0,0,0.484857
1988-04,0.487862,0,0,0.487862
1988-05,0.485452,0,0,0.485452
1988-06,0.485269,0,0,0.485269
1988-07,0.487137,0,0,0.487137
1988-08,0.499756,0,0,0.499756
1988-09,0.496876,0,0,0.496876
1988-10,0.491773,0,0,0.491773
1988-11,0.488417,0,0,0.488417
1988-12,0.486868,0,0,0.486868
1989-01,0.489553,0,0,0.489553
1989-02,0.488301,0,0,0.488301
1989-03,0.486624,0,0,0.486624
1989-04,0.485323,0,0,0.485323
1989-05,0.485103,0,0,0.485103
1989-06,0.484896,0,0,0.484896
1989-07,0.483954,0,0,0.483954
1989-08,0.486704,0,0,0.486704
1989-09,0.490454,0,0,0.490454
1989-10,0.495204,0,0,0.495204
1989-11,0.495383,0,0,0.495383
1989-12,0.495234,0,0,0.495234
1990-01,0.492967,0,0,0.492967
1990-02,0.489832,0,0,0.489832
1990-03,0.488007,0,0,0.488007
1990-04,0.476383,0,0,0.476383
1990-05,0.469001,0,0,0.469001
1990-06,0.462586,0,0,0.462586
1990-07,0.456182,0,0,0.456182
1990-08,0.453981,0,0,0.453981
1990-09,0.452294,0,0,0.452294
1990-10,0.446504,0,0,0.446504
1990-11,0.442879,0,0,0.442879
1990-12,0.439085,0,0,0.439085
1991-01,0.43492,0,0,0.43492
1991-02,0.432382,0,0,0.432382
1991-03,0.430191,0,0,0.430191
1991-04,0.436714,0,0,0.436714
1991-05,0.445598,0,0,0.445598
1991-06,0.449988,0,0,0.449988
1991-07,0.45484,0,0,0.45484
1991-08,0.435914,0,0,0.435914
1991-09,0.431122,0,0,0.431122
1991-10,0.432077,0,0,0.432077
1991-11,0.431857,0,0,0.431857
1991-12,0.43129,0,0,0.43129
1992-01,0.430169,0,0,0.430169
1992-02,0.43071,0,0,0.43071
1992-03,0.430117,0,0,0.430117
1992-04,0.430411,0,0,0.430411
1992-05,0.423788,0,0,0.423788
1992-06,0.425792,0,0,0.425792
1992-07,0.427976,0,0,0.427976
1992-08,0.4492,0,0,0.4492
1992-09,0.453279,0,0,0.453279
1992-10,0.45134,0,0,0.45134
1992-11,0.446764,0,0,0.446764
1992-12,0.443975,0,0,0.443975
1993-01,0.44324,0,0,0.44324
1993-02,0.439821,0,0,0.439821
1993-03,0.437264,0,0,0.437264
1993-04,0.432739,0,0,0.432739
1993-05,0.435163,0,0,0.435163
1993-06,0.424436,0,0,0.424436
1993-07,0.418593,0,0,0.418593
1993-08,0.410398,0,0,0.410398
1993-09,0.410218,0,0,0.410218
1993-10,0.415179,0,0,0.415179
1993-11,0.422079,0,0,0.422079
1993-12,0.427442,0,0,0.427442
1994-01,0.431222,0,0,0.431222
1994-02,0.435065,0,0,0.435065
1994-03,0.437738,0,0,0.437738
1994-04,0.443091,0,0,0.443091
1994-05,0.444801,0,0,0.444801
1994-06,0.456052,0,0,0.456052
1994-07,0.462305,0,0,0.462305
1994-08,0.455017,0,0,0.455017
1994-09,0.457602,0,0,0.457602
1994-10,0.458367,0,0,0.458367
1994-11,0.460165,0,0,0.460165
1994-12,0.46256,0,0,0.46256
1995-01,0.466385,0,0,0.466385
1995-02,0.464818,0,0,0.464818
1995-03,0.468699,0,0,0.468699
1995-04,0.467413,0,0,0.467413
1995-05,0.46905,0,0,0.46905
1995-06,0.471011,0,0,0.471011
1995-07,0.47251,0,0,0.47251
1995-08,0.48473,0,0,0.48473
1995-09,0.484988,0,0,0.484988
1995-10,0.47883,0,0,0.47883
1995-11,0.476784,0,0,0.476784
1995-12,0.479313,0,0,0.479313
1996-01,0.480626,0,0,0.480626
1996-02,0.490559,0,0,0.490559
1996-03,0.497703,0,0,0.497703
1996-04,0.506731,0,0,0.506731
1996-05,0.515965,0,0,0.515965
1996-06,0.520171,0,0,0.520171
1996-07,0.533636,0,0,0.533636
1996-08,0.551102,0,0,0.551102
1996-09,0.573006,0,0,0.573006
1996-10,0.601217,0,0,0.601217
1996-11,0.623282,0,0,0.623282
1996-12,0.642717,0,0,0.642717
1997-01,0.664311,0,0,0.664311
1997-02,0.678339,0,0,0.678339
1997-03,0.692097,0,0,0.692097
1997-04,0.698221,0,0,0.698221
1997-05,0.702644,1.37863e-05,0,0.702658
1997-06,0.712275,0.00043737,0,0.712713
1997-07,0.723854,0.00109291,0,0.724947
1997-08,0.720967,0.00199126,0,0.722958
1997-09,0.715844,0.00277208,0,0.718616
1997-10,0.718549,0.00366509,0,0.722214
1997-11,0.727561,0.00462237,0,0.732183
1997-12,0.734438,0.00562516,0,0.740063
1998-01,0.737617,0.00658882,0,0.744206
1998-02,0.741139,0.00736619,0,0.748506
1998-03,0.739795,0.0083545,0,0.74815
1998-04,0.753555,0.00925802,0,0.762813
1998-05,0.753919,0.010191,0,0.76411
1998-06,0.751759,0.0103277,0,0.762087
1998-07,0.745615,0.0106616,0,0.756277
1998-08,0.742808,0.0106165,0,0.753425
1998-09,0.746352,0.00990977,0,0.756261
1998-10,0.748644,0.0100023,0,0.758646
1998-11,0.748341,0.0100402,0,0.758382
1998-12,0.751766,0.00983325,0,0.761599
1999-01,0.759343,0.00965369,0,0.768997
1999-02,0.765017,0.00956545,0,0.774583
1999-03,0.77127,0.00958424,0,0.780854
1999-04,0.772157,0.00952444,0,0.781682
1999-05,0.788875,0.00960181,0,0.798477
1999-06,0.791346,0.0100345,0,0.801381
1999-07,0.793376,0.0100011,0,0.803377
1999-08,0.805527,0.0101446,0,0.815671
1999-09,0.806816,0.0109436,0,0.81776
1999-10,0.807063,0.0109629,0,0.818026
1999-11,0.816055,0.0109425,0,0.826998
1999-12,0.824199,0.0110933,0,0.835292
2000-01,0.82712,0.0111632,0,0.838283
2000-02,0.835182,0.0112971,0,0.846479
2000-03,0.851185,0.0112756,0,0.86246
2000-04,0.852573,0.0114383,0,0.864011
2000-05,0.841099,0.0108013,0,0.8519
2000-06,0.839498,0.0104586,0,0.849956
2000-07,0.835262,0.0105199,0,0.845782
2000-08,0.825978,0.0103794,0,0.836357
2000-09,0.823677,0.0104557,0,0.834133
2000-10,0.827429,0.0117484,0,0.839177
2000-11,0.831255,0.0172679,0,0.848523
2000-12,0.835877,0.0199084,0,0.855785
2001-01,0.831547,0.0291965,0,0.860743
2001-02,0.807846,0.0380592,0,0.845906
2001-03,0.780815,0.0512316,0,0.832046
2001-04,0.763983,0.0640641,0,0.828047
2001-05,0.76404,0.072275,0,0.836315
2001-06,0.763155,0.0865349,0,0.84969
2001-07,0.770933,0.10304,0,0.873974
2001-08,0.790035,0.109711,0,0.899746
2001-09,0.80268,0.112488,0,0.915168
2001-10,0.802494,0.114469,0,0.916963
2001-11,0.808904,0.112614,0,0.921518
2001-12,0.81757,0.113638,0,0.931207
2002-01,0.840705,0.110306,0,0.951011
2002-02,0.86792,0.110064,0,0.977984
2002-03,0.881602,0.10825,0,0.989852
2002-04,0.916364,0.106928,0,1.02329
2002-05,0.937547,0.113184,0,1.05073
2002-06,0.961495,0.108052,0,1.06955
2002-07,0.973792,0.108124,0,1.08192
2002-08,0.962101,0.116655,0,1.07876
2002-09,0.956749,0.118159,0,1.07491
2002-10,0.968502,0.132711,0,1.10121
2002-11,0.967737,0.147156,0,1.11489
2002-12,0.968146,0.162229,0,1.13037
2003-01,0.976001,0.166441,0,1.14244
2003-02,0.990007,0.168892,0,1.1589
2003-03,1.01812,0.177549,0,1.19567
2003-04,1.01266,0.184887,0,1.19755
2003-05,1.00617,0.188417,0,1.19459
2003-06,0.984088,0.197748,0,1.18184
2003-07,0.986344,0.201367,0,1.18771
2003-08,0.992713,0.205575,0,1.19829
2003-09,1.01079,0.210947,0,1.22173
2003-10,1.02032,0.213942,0,1.23426
2003-11,1.02962,0.216865,0,1.24649
2003-12,1.03668,0.220637,0,1.25731
2004-01,1.03526,0.231542,0,1.26681
2004-02,1.04208,0.240943,0,1.28302
2004-03,1.05074,0.243498,0,1.29424
2004-04,1.0588,0.245227,0,1.30403
2004-05,1.074,0.248475,0,1.32248
2004-06,1.09977,0.249948,0,1.34972
2004-07,1.10124,0.248213,0,1.34945
2004-08,1.10094,0.238811,0,1.33975
2004-09,1.09269,0.244719,0,1.33741
2004-10,1.09567,0.246735,0,1.34241
2004-11,1.10304,0.247349,0,1.35039
2004-12,1.11419,0.24657,0,1.36076
2005-01,1.1183,0.246579,0,1.36488
2005-02,1.11793,0.245243,0,1.36317
2005-03,1.12287,0.245337,0,1.36821
2005-04,1.1425,0.246768,0,1.38927
2005-05,1.15826,0.246428,0,1.40469
2005-06,1.15488,0.244816,0,1.3997
2005-07,1.16426,0.246337,0,1.4106
2005-08,1.18901,0.257553,0,1.44656
2005-09,1.20875,0.262119,0,1.47087
2005-10,1.21887,0.251421,0,1.47029
2005-11,1.22496,0.251345,0,1.47631
2005-12,1.22677,0.252551,0,1.47932
2006-01,1.23742,0.25036,0,1.48778
2006-02,1.24108,0.253605,0,1.49469
2006-03,1.24103,0.2561,0,1.49713
2006-04,1.2334,0.256218,0,1.48962
2006-05,1.23467,0.257477,0,1.49215
2006-06,1.23763,0.25974,0,1.49737
2006-07,1.24653,0.265222,0,1.51175
2006-08,1.25597,0.269437,0,1.52541
2006-09,1.26009,0.258716,0,1.51881
2006-10,1.24856,0.268303,0,1.51687
2006-11,1.25247,0.269106,0,1.52158
2006-12,1.25633,0.271688,0,1.52801
2007-01,1.24404,0.28144,0,1.52548
2007-02,1.23793,0.285031,0,1.52297
2007-03,1.22982,0.283674,0,1.51349
2007-04,1.24319,0.289739,0,1.53293
2007-05,1.22836,0.295541,0,1.5239
2007-06,1.2283,0.298088,0,1.52639
2007-07,1.21707,0.298945,0,1.51601
2007-08,1.20916,0.298047,0,1.50721
2007-09,1.20618,0.307947,0.000333801,1.51446
2007-10,1.2182,0.320246,0.00171605,1.54017
2007-11,1.21114,0.33703,0.0024936,1.55067
2007-12,1.20425,0.349556,0.0024936,1.5563
2008-01,1.20509,0.363516,0.00303999,1.57165
2008-02,1.2222,0.374687,0.00679681,1.60368
2008-03,1.23564,0.39412,0.00899367,1.63875
2008-04,1.22353,0.408411,0.0113028,1.64325
2008-05,1.21852,0.426677,0.0123951,1.65759
2008-06,1.2181,0.447876,0.0123951,1.67837
2008-07,1.21214,0.469911,0.015322,1.69737
2008-08,1.17605,0.492354,0.020712,1.68912
2008-09,1.15845,0.498738,0.0270717,1.68426
2008-10,1.1567,0.510452,0.026522,1.69368
2008-11,1.14471,0.52627,0.0330268,1.70401
2008-12,1.13401,0.54599,0.0404748,1.72048
2009-01,1.13817,0.560289,0.0459122,1.74437
2009-02,1.12718,0.579141,0.0495526,1.75587
2009-03,1.10601,0.595604,0.0558654,1.75748
2009-04,1.08806,0.612293,0.0598703,1.76023
2009-05,1.07218,0.626458,0.0651873,1.76383
2009-06,1.05371,0.637099,0.0723867,1.7632
2009-07,1.04743,0.648249,0.0780277,1.7737
2009-08,1.06224,0.65926,0.0763956,1.79789
2009-09,1.05586,0.687001,0.0696846,1.81255
2009-10,1.02511,0.707338,0.0688536,1.8013
2009-11,1.01609,0.719323,0.0615534,1.79696
2009-12,1.01417,0.727592,0.0574308,1.79919
2010-01,1.01225,0.732483,0.0602456,1.80498
2010-02,1.00695,0.735509,0.0598179,1.80228
2010-03,1.01874,0.737154,0.0596089,1.8155
2010-04,1.01177,0.738776,0.0609186,1.81146
2010-05,1.03286,0.740613,0.0578604,1.83134
2010-06,1.05268,0.744615,0.0594398,1.85674
2010-07,1.05533,0.732403,0.059278,1.84701
2010-08,1.05315,0.707672,0.061585,1.82241
2010-09,1.0297,0.701201,0.0663223,1.79722
2010-10,1.03808,0.703251,0.0755843,1.81691
2010-11,1.04697,0.702306,0.0840995,1.83338
2010-12,1.06062,0.701707,0.0861553,1.84848
2011-01,1.05481,0.705897,0.0823626,1.84307
2011-02,1.04998,0.704522,0.0839131,1.83841
2011-03,1.04629,0.70249,0.0851609,1.83394
2011-04,1.03105,0.697186,0.0860444,1.81428
2011-05,0.986144,0.697703,0.0826902,1.76654
2011-06,0.97663,0.677936,0.0739115,1.72848
2011-07,0.96504,0.688084,0.069301,1.72243
2011-08,0.963648,0.717279,0.0726876,1.75361
2011-09,0.974393,0.732415,0.0757602,1.78257
2011-10,0.967551,0.724983,0.069734,1.76227
2011-11,0.966506,0.718397,0.0702765,1.75518
2011-12,0.959542,0.711217,0.0743575,1.74512
2012-01,0.969976,0.707539,0.0755702,1.75309
2012-02,0.989639,0.709238,0.0747438,1.77362
2012-03,1.00158,0.710478,0.0743959,1.78645
2012-04,1.0339,0.713106,0.0736404,1.82064
2012-05,1.0841,0.703314,0.0768439,1.86426
2012-06,1.09981,0.719426,0.0830861,1.90232
2012-07,1.12815,0.722973,0.0814285,1.93255
2012-08,1.13643,0.720816,0.0799251,1.93717
2012-09,1.13321,0.714944,0.0801086,1.92826
2012-10,1.16485,0.707722,0.085589,1.95816
2012-11,1.17749,0.704188,0.081758,1.96344
2012-12,1.18979,0.701872,0.0799371,1.9716
2013-01,1.18681,0.699336,0.0805747,1.96672
2013-02,1.16757,0.69467,0.0728732,1.93512
2013-03,1.15296,0.693637,0.0636676,1.91027
2013-04,1.15165,0.697351,0.0561659,1.90516
2013-05,1.14442,0.702406,0.06107,1.9079
2013-06,1.13904,0.70488,0.0598251,1.90374
2013-07,1.1344,0.705715,0.0663262,1.90644
2013-08,1.11756,0.707173,0.0675094,1.89224
2013-09,1.1488,0.690524,0.0683537,1.90767
2013-10,1.13439,0.693839,0.0687836,1.89702
2013-11,1.12101,0.692929,0.0724169,1.88636
2013-12,1.10329,0.696812,0.0739106,1.87401
2014-01,1.08555,0.701315,0.0752058,1.86207
2014-02,1.08268,0.70186,0.0834921,1.86803
2014-03,1.08827,0.701455,0.0926932,1.88242
2014-04,1.07965,0.699263,0.101241,1.88015
2014-05,1.07423,0.696528,0.093509,1.86427
2014-06,1.05714,0.699241,0.0927306,1.84911
2014-07,1.03666,0.698424,0.0932057,1.82829
2014-08,1.03759,0.699119,0.0920997,1.82881
2014-09,1.02172,0.717231,0.0915512,1.8305
2014-10,1.03493,0.723837,0.0914259,1.85019
2014-11,1.0464,0.725446,0.0914295,1.86327
2014-12,1.06008,0.725189,0.0900194,1.87529
2015-01,1.07334,0.71922,0.0894927,1.88205
2015-02,1.08836,0.719354,0.0886885,1.8964
2015-03,1.09521,0.721678,0.0876437,1.90454
2015-04,1.07516,0.721682,0.0879525,1.8848
2015-05,1.08432,0.713882,0.0969506,1.89515
2015-06,1.12511,0.68375,0.101665,1.91052
2015-07,1.15577,0.681984,0.101958,1.93972
2015-08,1.1987,0.677417,0.103244,1.97936
2015-09,1.22498,0.674382,0.103771,2.00314
2015-10,1.23453,0.669394,0.103953,2.00788
2015-11,1.24176,0.671919,0.101366,2.01505
2015-12,1.24235,0.673764,0.102761,2.01887
2016-01,1.25098,0.674171,0.103815,2.02896
2016-02,1.25652,0.676449,0.104895,2.03786
2016-03,1.26207,0.674925,0.106055,2.04305
2016-04,1.31195,0.670221,0.105408,2.08758
2016-05,1.31599,0.681162,0.10517,2.10232
2016-06,1.28679,0.708671,0.105044,2.1005
2016-07,1.27732,0.707227,0.104092,2.08864
2016-08,1.25483,0.702769,0.103424,2.06103
2016-09,1.2288,0.677971,0.103326,2.0101
2016-10,1.2282,0.678422,0.103218,2.00984
2016-11,1.23134,0.67542,0.105556,2.01232
2016-12,1.2286,0.672051,0.104065,2.00472
2017-01,1.23887,0.67261,0.104104,2.01558
2017-02,1.23699,0.666549,0.103728,2.00726
2017-03,1.23654,0.664943,0.103406,2.00489
